timestamp,tx,ty,tz,qx,qy,qz,qw
88.866667,-1.080118,8.326367,3.997445,-0.012813,0.005090,-0.369172,0.929259
88.883333,-1.021207,8.388989,3.995050,-0.013064,0.005176,-0.368344,0.929583
88.900000,-0.962506,8.451588,3.992615,-0.013312,0.005262,-0.367573,0.929885
88.916667,-0.904009,8.514157,3.990143,-0.013556,0.005347,-0.366870,0.930158
88.933333,-0.845725,8.576701,3.987626,-0.013796,0.005430,-0.366226,0.930408
88.950000,-0.787529,8.639325,3.985063,-0.014040,0.005516,-0.365622,0.930641
88.966667,-0.729518,8.701898,3.982463,-0.014283,0.005602,-0.365066,0.930855
88.983333,-0.671687,8.764412,3.979826,-0.014525,0.005687,-0.364558,0.931050
89.000000,-0.614029,8.826862,3.977153,-0.014765,0.005773,-0.364097,0.931226
89.016667,-0.556540,8.889240,3.974444,-0.014999,0.005857,-0.363693,0.931380
89.033333,-0.499224,8.951552,3.971690,-0.015233,0.005941,-0.363339,0.931513
89.050000,-0.441952,9.013901,3.968895,-0.015468,0.006028,-0.363029,0.931630
89.066667,-0.384830,9.076159,3.966065,-0.015702,0.006114,-0.362765,0.931728
89.083333,-0.327851,9.138321,3.963201,-0.015935,0.006200,-0.362547,0.931808
89.100000,-0.271011,9.200380,3.960303,-0.016166,0.006286,-0.362376,0.931871
89.116667,-0.214307,9.262333,3.957368,-0.016390,0.006371,-0.362257,0.931912
89.133333,-0.157618,9.324297,3.954387,-0.016618,0.006458,-0.362188,0.931935
89.150000,-0.101049,9.386140,3.951373,-0.016844,0.006546,-0.362164,0.931939
89.166667,-0.044595,9.447856,3.948327,-0.017069,0.006634,-0.362185,0.931926
89.183333,0.011749,9.509440,3.945250,-0.017292,0.006722,-0.362252,0.931896
89.200000,0.067987,9.570887,3.942140,-0.017511,0.006809,-0.362363,0.931848
89.216667,0.124247,9.632312,3.938983,-0.017731,0.006899,-0.362531,0.931777
89.233333,0.180415,9.693587,3.935795,-0.017949,0.006988,-0.362744,0.931690
89.250000,0.236496,9.754707,3.932576,-0.018166,0.007079,-0.363000,0.931585
89.266667,0.292493,9.815667,3.929328,-0.018381,0.007169,-0.363300,0.931463
89.283333,0.348412,9.876463,3.926051,-0.018594,0.007260,-0.363644,0.931324
89.300000,0.404274,9.937075,3.922734,-0.018806,0.007352,-0.364045,0.931162
89.316667,0.460187,9.997637,3.919380,-0.019016,0.007445,-0.364489,0.930984
89.333333,0.516039,10.058018,3.915999,-0.019224,0.007538,-0.364974,0.930789
89.350000,0.571834,10.118214,3.912589,-0.019430,0.007632,-0.365500,0.930577
89.366667,0.627577,10.178219,3.909152,-0.019637,0.007727,-0.366074,0.930346
89.383333,0.683415,10.238133,3.905669,-0.019840,0.007822,-0.366696,0.930096
89.400000,0.739212,10.297845,3.902159,-0.020041,0.007918,-0.367357,0.929830
89.416667,0.794972,10.357351,3.898623,-0.020241,0.008015,-0.368055,0.929549
89.433333,0.850698,10.416649,3.895061,-0.020439,0.008112,-0.368788,0.929253
89.450000,0.906402,10.475726,3.891470,-0.020639,0.008211,-0.369577,0.928934
89.466667,0.962225,10.534687,3.887838,-0.020834,0.008310,-0.370398,0.928602
89.483333,1.018028,10.593426,3.884180,-0.021028,0.008410,-0.371250,0.928257
89.500000,1.073812,10.651941,3.880498,-0.021219,0.008510,-0.372134,0.927897
89.516667,1.129579,10.710227,3.876792,-0.021410,0.008611,-0.373055,0.927522
89.533333,1.185361,10.768257,3.873054,-0.021603,0.008716,-0.374037,0.927121
89.550000,1.241271,10.826160,3.869279,-0.021790,0.008818,-0.375033,0.926714
89.566667,1.297177,10.883823,3.865482,-0.021975,0.008922,-0.376057,0.926293
89.583333,1.353081,10.941244,3.861662,-0.022159,0.009025,-0.377112,0.925859
89.600000,1.408990,10.998414,3.857817,-0.022345,0.009133,-0.378231,0.925396
89.616667,1.465071,11.055413,3.853931,-0.022528,0.009240,-0.379373,0.924923
89.633333,1.521159,11.112159,3.850023,-0.022706,0.009346,-0.380525,0.924445
89.650000,1.577259,11.168647,3.846093,-0.022883,0.009453,-0.381690,0.923959
89.666667,1.633370,11.224878,3.842142,-0.023061,0.009562,-0.382880,0.923461
89.683333,1.689539,11.280804,3.838161,-0.023241,0.009672,-0.384085,0.922954
89.700000,1.745864,11.336569,3.834148,-0.023414,0.009778,-0.385238,0.922468
89.716667,1.802202,11.392075,3.830113,-0.023585,0.009884,-0.386366,0.921991
89.733333,1.858547,11.447326,3.826059,-0.023757,0.009989,-0.387470,0.921522
89.750000,1.914913,11.502307,3.821980,-0.023934,0.010097,-0.388557,0.921059
89.766667,1.971418,11.557143,3.817865,-0.024105,0.010200,-0.389555,0.920631
89.783333,2.027903,11.611752,3.813731,-0.024273,0.010300,-0.390481,0.920233
89.800000,2.084361,11.666140,3.809579,-0.024441,0.010398,-0.391349,0.919859
