x,y,z
2838.754,909.134,-2917.35
2847.889,906.8911,-2920.933
2857.292,904.4935,-2924.655
2866.969,901.9388,-2928.518
2876.927,899.2247,-2932.526
2887.172,896.3482,-2936.684
2897.712,893.3066,-2940.995
2908.551,890.0979,-2945.461
2919.702,886.7181,-2950.089
2931.168,883.165,-2954.881
2942.955,879.4377,-2959.84
2955.058,875.5411,-2964.958
2967.467,871.4836,-2970.224
2980.177,867.2705,-2975.631
2993.18,862.91,-2981.169
3006.466,858.409,-2986.828
3020.029,853.7747,-2992.599
3033.857,849.0154,-2998.471
3047.949,844.1364,-3004.436
3062.293,839.1456,-3010.484
3076.882,834.0503,-3016.607
3091.708,828.8577,-3022.793
3106.759,823.5759,-3029.032
3122.035,818.2101,-3035.318
3137.524,812.7683,-3041.64
3153.219,807.2582,-3047.988
3169.11,801.6863,-3054.352
3185.188,796.0613,-3060.722
3201.451,790.3881,-3067.091
3217.888,784.6747,-3073.448
3234.491,778.9287,-3079.783
3251.252,773.157,-3086.088
3268.16,767.3679,-3092.351
3285.213,761.5665,-3098.566
3302.401,755.761,-3104.721
3319.716,749.9585,-3110.807
3337.149,744.1661,-3116.814
3354.693,738.3912,-3122.734
3372.336,732.642,-3128.555
3390.078,726.9234,-3134.271
3407.907,721.2437,-3139.869
3425.815,715.61,-3145.342
3443.795,710.0297,-3150.68
3461.834,704.5107,-3155.871
3479.934,699.0583,-3160.909
3498.08,693.6808,-3165.784
3516.267,688.3851,-3170.484
3534.486,683.1785,-3175.002
3552.725,678.0692,-3179.326
3570.984,673.0623,-3183.45
3589.252,668.1661,-3187.362
3607.52,663.3876,-3191.053
3625.781,658.7341,-3194.513
3644.023,654.2137,-3197.733
3662.245,649.8316,-3200.704
3680.437,645.5959,-3203.417
3698.589,641.514,-3205.86
3716.695,637.5929,-3208.026
3734.743,633.8405,-3209.904
3752.732,630.2625,-3211.485
3770.65,626.8668,-3212.76
3788.49,623.6606,-3213.719
3806.246,620.6472,-3214.356
3823.912,617.8226,-3214.675
3841.481,615.1827,-3214.678
3858.956,612.7217,-3214.369
3876.33,610.4354,-3213.751
3893.597,608.3189,-3212.828
3910.755,606.3677,-3211.602
3927.795,604.5772,-3210.077
3944.72,602.942,-3208.257
3961.523,601.4581,-3206.144
3978.2,600.1202,-3203.742
3994.745,598.9239,-3201.055
4011.153,597.8646,-3198.086
4027.426,596.9372,-3194.837
4043.555,596.137,-3191.312
4059.537,595.4595,-3187.516
4075.368,594.8998,-3183.449
4091.04,594.4534,-3179.118
4106.556,594.1153,-3174.523
4121.908,593.8808,-3169.67
4137.093,593.7452,-3164.56
4152.105,593.7039,-3159.198
4166.938,593.7519,-3153.588
4181.595,593.8847,-3147.73
4196.066,594.0975,-3141.631
4210.35,594.3856,-3135.292
4224.44,594.7442,-3128.716
4238.334,595.1686,-3121.909
4252.025,595.654,-3114.873
4265.513,596.1957,-3107.61
4278.792,596.7891,-3100.124
4291.857,597.4293,-3092.419
4304.706,598.1117,-3084.497
4317.331,598.8313,-3076.365
4329.731,599.5837,-3068.021
4341.902,600.364,-3059.472
4353.84,601.1676,-3050.719
4365.539,601.9896,-3041.767
4376.994,602.8251,-3032.621
4388.205,603.6698,-3023.28
4399.165,604.5188,-3013.749
4409.871,605.3673,-3004.032
4420.317,606.2106,-2994.132
4430.5,607.0437,-2984.054
4440.417,607.8624,-2973.799
4450.063,608.6617,-2963.37
4459.433,609.4368,-2952.771
4468.524,610.183,-2942.007
4477.331,610.8956,-2931.081
4485.85,611.5699,-2919.993
4494.079,612.2011,-2908.749
4502.011,612.7847,-2897.352
4509.648,613.3193,-2885.806
4516.99,613.8065,-2874.12
4524.042,614.2477,-2862.292
4530.808,614.6447,-2850.333
4537.289,614.9989,-2838.245
4543.488,615.312,-2826.035
4549.409,615.5854,-2813.709
4555.053,615.8209,-2801.273
4560.425,616.0201,-2788.729
4565.527,616.1844,-2776.083
4570.363,616.3154,-2763.342
4574.934,616.4149,-2750.511
4579.243,616.4841,-2737.597
4583.294,616.5249,-2724.601
4587.091,616.5388,-2711.53
4590.635,616.5273,-2698.39
4593.93,616.4921,-2685.186
4596.978,616.4348,-2671.926
4599.783,616.3568,-2658.611
4602.346,616.2598,-2645.247
4604.673,616.1454,-2631.84
4606.764,616.0151,-2618.397
4608.623,615.8706,-2604.924
4610.253,615.7134,-2591.421
4611.658,615.545,-2577.897
4612.839,615.3672,-2564.357
4613.8,615.1814,-2550.806
4614.543,614.9893,-2537.252
4615.073,614.7924,-2523.695
4615.39,614.5922,-2510.143
4615.5,614.3905,-2496.602
4615.403,614.1887,-2483.076
4615.104,613.9885,-2469.571
4614.604,613.7913,-2456.095
4613.909,613.5989,-2442.648
4613.02,613.4128,-2429.238
4611.938,613.2346,-2415.87
4610.669,613.0657,-2402.549
4609.215,612.9081,-2389.284
4607.579,612.7629,-2376.074
4605.763,612.6319,-2362.928
4603.771,612.5167,-2349.85
4601.605,612.4189,-2336.846
4599.27,612.34,-2323.924
4596.765,612.2816,-2311.084
4594.097,612.2454,-2298.333
4591.266,612.2328,-2285.678
4588.276,612.2455,-2273.124
4585.131,612.285,-2260.678
4581.833,612.353,-2248.34
4578.384,612.4509,-2236.118
4574.788,612.5801,-2224.018
4571.044,612.7393,-2212.042
4567.153,612.9261,-2200.191
4563.114,613.1384,-2188.464
4558.925,613.374,-2176.864
4554.586,613.6306,-2165.391
4550.099,613.9062,-2154.048
4545.461,614.1982,-2142.836
4540.671,614.5046,-2131.752
4535.729,614.8232,-2120.801
4530.635,615.1517,-2109.983
4525.388,615.488,-2099.298
4519.988,615.8297,-2088.749
4514.435,616.1745,-2078.338
4508.726,616.5204,-2068.062
4502.862,616.8651,-2057.925
4496.843,617.2064,-2047.927
4490.667,617.5421,-2038.069
4484.336,617.8696,-2028.355
4477.846,618.1873,-2018.781
4471.198,618.4924,-2009.351
4464.392,618.7831,-2000.065
4457.427,619.0569,-1990.926
4450.303,619.3118,-1981.935
4443.019,619.5453,-1973.09
4435.573,619.7554,-1964.394
4427.966,619.9399,-1955.848
4420.197,620.0963,-1947.453
4412.268,620.2226,-1939.212
4404.174,620.3165,-1931.123
4395.917,620.3759,-1923.188
4387.496,620.3983,-1915.408
4378.909,620.3817,-1907.784
4370.16,620.3239,-1900.32
4361.243,620.2224,-1893.013
4352.16,620.0753,-1885.865
4342.909,619.8801,-1878.878
4333.492,619.6348,-1872.052
4323.906,619.3371,-1865.39
4314.154,618.9847,-1858.892
4304.231,618.5756,-1852.559
4294.138,618.1072,-1846.391
4283.875,617.5775,-1840.39
4273.441,616.9843,-1834.558
4262.838,616.3253,-1828.896
4252.062,615.5983,-1823.402
4241.112,614.8011,-1818.081
4229.989,613.9313,-1812.931
4218.693,612.9869,-1807.955
4207.226,611.9658,-1803.155
4195.581,610.8654,-1798.529
4183.76,609.6835,-1794.08
4171.763,608.4192,-1789.808
4159.583,607.0746,-1785.713
4147.216,605.6525,-1781.795
4134.651,604.1548,-1778.051
4121.885,602.5843,-1774.482
4108.911,600.9437,-1771.087
4095.722,599.2355,-1767.866
4082.316,597.4625,-1764.818
4068.681,595.6267,-1761.94
4054.812,593.731,-1759.235
4040.704,591.7778,-1756.699
4026.351,589.7698,-1754.334
4011.746,587.7095,-1752.138
3996.886,585.5999,-1750.111
3981.759,583.4426,-1748.251
3966.361,581.2407,-1746.558
3950.687,578.9968,-1745.031
3934.729,576.7133,-1743.671
3918.485,574.3932,-1742.475
3901.942,572.0383,-1741.444
3885.098,569.6515,-1740.576
3867.945,567.2354,-1739.871
3850.479,564.7925,-1739.328
3832.695,562.3259,-1738.947
3814.58,559.8372,-1738.727
3796.132,557.3293,-1738.667
3777.346,554.8049,-1738.766
3758.212,552.2665,-1739.024
3738.732,549.7171,-1739.441
3718.889,547.1584,-1740.014
3698.682,544.5933,-1740.744
3678.104,542.0244,-1741.631
3657.148,539.4542,-1742.672
3635.814,536.8859,-1743.868
3614.086,534.3209,-1745.218
3591.962,531.7624,-1746.721
3569.437,529.2128,-1748.377
3546.503,526.6748,-1750.185
3523.158,524.1513,-1752.144
3499.389,521.644,-1754.253
3475.193,519.1558,-1756.512
3450.563,516.6895,-1758.92
3425.493,514.2473,-1761.477
3399.978,511.8321,-1764.181
3374.015,509.4466,-1767.032
3347.589,507.0927,-1770.029
3320.698,504.7733,-1773.172
3293.336,502.4909,-1776.46
3265.497,500.2482,-1779.893
3237.181,498.048,-1783.468
3208.368,495.8921,-1787.186
3179.061,493.7834,-1791.047
3149.259,491.7222,-1795.048
3118.974,489.7061,-1799.187
3088.225,487.7329,-1803.459
3057.01,485.7994,-1807.864
3025.348,483.9034,-1812.397
2993.251,482.0423,-1817.056
2960.73,480.2137,-1821.837
2927.803,478.4153,-1826.737
2894.47,476.644,-1831.754
2860.748,474.8974,-1836.885
2826.65,473.1732,-1842.127
2792.187,471.4688,-1847.477
2757.377,469.7819,-1852.93
2722.22,468.1095,-1858.486
2686.733,466.4491,-1864.141
2650.928,464.7985,-1869.891
2614.817,463.1549,-1875.734
2578.413,461.5159,-1881.667
2541.733,459.8793,-1887.685
2504.775,458.2418,-1893.788
2467.559,456.6014,-1899.973
2430.095,454.9554,-1906.235
2392.396,453.3013,-1912.572
2354.482,451.6369,-1918.98
2316.349,449.959,-1925.458
2278.015,448.2655,-1932.001
2239.493,446.5537,-1938.608
2200.796,444.8213,-1945.275
2161.941,443.0658,-1951.997
2122.926,441.2842,-1958.775
2083.77,439.4743,-1965.604
2044.485,437.6335,-1972.48
2005.083,435.7592,-1979.402
1965.583,433.8495,-1986.365
1925.981,431.9008,-1993.367
1886.297,429.9112,-2000.407
1846.543,427.878,-2007.479
1806.731,425.7987,-2014.581
1766.88,423.6713,-2021.709
1726.986,421.4923,-2028.863
1687.069,419.2596,-2036.038
1647.141,416.9708,-2043.231
1607.214,414.6232,-2050.439
1567.306,412.2148,-2057.658
1527.415,409.7421,-2064.888
1487.56,407.2031,-2072.125
1447.752,404.5953,-2079.364
1408.004,401.916,-2086.604
1368.327,399.1628,-2093.841
1328.74,396.3337,-2101.071
1289.241,393.4251,-2108.294
1249.848,390.4354,-2115.506
1210.569,387.3662,-2122.702
1171.411,384.2213,-2129.878
1132.386,381.0053,-2137.031
1093.486,377.7207,-2144.158
1054.724,374.3718,-2151.254
1016.106,370.9626,-2158.316
977.6388,367.4969,-2165.339
939.3353,363.9791,-2172.317
901.1864,360.4118,-2179.252
863.2058,356.7993,-2186.135
825.3997,353.1456,-2192.965
787.7737,349.4545,-2199.737
750.3416,345.7305,-2206.444
713.0944,341.9759,-2213.088
676.0456,338.1953,-2219.662
639.2012,334.3925,-2226.162
602.5671,330.5715,-2232.585
566.1567,326.7366,-2238.925
529.9614,322.8903,-2245.181
493.9947,319.0371,-2251.348
458.2624,315.1808,-2257.421
422.7705,311.3253,-2263.397
387.5252,307.4743,-2269.273
352.5392,303.6325,-2275.043
317.8048,299.8022,-2280.705
283.335,295.9878,-2286.255
249.1357,292.1934,-2291.688
215.213,288.4225,-2297
181.5794,284.6799,-2302.188
148.2277,280.9679,-2307.248
115.1707,277.291,-2312.177
82.41418,273.653,-2316.969
49.96434,270.0578,-2321.621
17.83344,266.5099,-2326.129
-13.98518,263.0117,-2330.49
-45.47913,259.5677,-2334.699
-76.64243,256.1817,-2338.753
-107.469,252.8576,-2342.648
-137.9469,249.5999,-2346.379
-168.0822,246.4109,-2349.943
-197.8627,243.2953,-2353.336
-227.2825,240.2569,-2356.555
-256.3355,237.2994,-2359.595
-285.0101,234.4272,-2362.451
-313.3117,231.6431,-2365.122
-341.2284,228.9514,-2367.601
-368.7544,226.3559,-2369.887
-395.8835,223.8605,-2371.974
-422.6046,221.4694,-2373.859
-448.9221,219.1855,-2375.538
-474.8248,217.0132,-2377.007
-500.3083,214.9551,-2378.264
-525.3758,213.0098,-2379.307
-550.0313,211.175,-2380.141
-574.2747,209.4487,-2380.765
-598.1201,207.8276,-2381.181
-621.567,206.31,-2381.392
-644.6198,204.8932,-2381.397
-667.2831,203.575,-2381.2
-689.5569,202.3531,-2380.801
-711.4544,201.2249,-2380.202
-732.9757,200.188,-2379.404
-754.1252,199.2402,-2378.41
-774.9073,198.379,-2377.219
-795.3225,197.6022,-2375.836
-815.3834,196.9072,-2374.259
-835.0901,196.2916,-2372.491
-854.4473,195.7531,-2370.535
-873.4594,195.2894,-2368.39
-892.127,194.8981,-2366.059
-910.4622,194.5767,-2363.543
-928.4656,194.3228,-2360.844
-946.1417,194.1342,-2357.963
-963.4948,194.0084,-2354.901
-980.5261,193.943,-2351.661
-997.2468,193.9357,-2348.244
-1013.658,193.984,-2344.651
-1029.764,194.0856,-2340.883
-1045.569,194.2382,-2336.943
-1061.078,194.4393,-2332.832
-1076.292,194.6864,-2328.552
-1091.222,194.9774,-2324.103
-1105.869,195.3098,-2319.487
-1120.238,195.6811,-2314.706
-1134.333,196.0891,-2309.762
-1148.155,196.5312,-2304.656
-1161.715,197.0052,-2299.39
-1175.014,197.5088,-2293.964
-1188.057,198.0394,-2288.38
-1200.848,198.5947,-2282.641
-1213.389,199.1722,-2276.748
-1225.69,199.7698,-2270.702
-1237.753,200.3849,-2264.503
-1249.581,201.0152,-2258.155
-1261.18,201.6583,-2251.659
-1272.552,202.3117,-2245.017
-1283.705,202.9732,-2238.229
-1294.642,203.6404,-2231.296
-1305.367,204.3109,-2224.222
-1315.885,204.9822,-2217.007
-1326.197,205.6519,-2209.654
-1336.314,206.3179,-2202.161
-1346.236,206.9776,-2194.533
-1355.968,207.6299,-2186.77
-1365.509,208.2758,-2178.876
-1374.861,208.9165,-2170.853
-1384.022,209.5529,-2162.706
-1392.997,210.1864,-2154.433
-1401.784,210.8181,-2146.04
-1410.385,211.4491,-2137.529
-1418.799,212.0805,-2128.903
-1427.026,212.7133,-2120.167
-1435.071,213.349,-2111.319
-1442.93,213.9885,-2102.364
-1450.606,214.633,-2093.305
-1458.099,215.2836,-2084.145
-1465.408,215.9413,-2074.888
-1472.537,216.6076,-2065.533
-1479.485,217.2834,-2056.086
-1486.253,217.97,-2046.547
-1492.841,218.6683,-2036.921
-1499.248,219.3794,-2027.213
-1505.479,220.1049,-2017.42
-1511.531,220.8455,-2007.547
-1517.407,221.6025,-1997.598
-1523.106,222.3771,-1987.575
-1528.628,223.1701,-1977.483
-1533.976,223.9831,-1967.32
-1539.149,224.8171,-1957.092
-1544.149,225.6732,-1946.8
-1548.975,226.5524,-1936.449
-1553.628,227.4559,-1926.042
-1558.11,228.385,-1915.578
-1562.42,229.3407,-1905.062
-1566.56,230.3243,-1894.497
-1570.529,231.3368,-1883.885
-1574.33,232.3793,-1873.23
-1577.961,233.4528,-1862.536
-1581.424,234.5589,-1851.802
-1584.72,235.6984,-1841.031
-1587.85,236.8726,-1830.229
-1590.813,238.0825,-1819.396
-1593.61,239.3291,-1808.537
-1596.243,240.614,-1797.653
-1598.712,241.938,-1786.746
-1601.018,243.3023,-1775.82
-1603.16,244.7082,-1764.878
-1605.14,246.1563,-1753.925
-1606.958,247.6484,-1742.958
-1608.616,249.1855,-1731.984
-1610.113,250.7685,-1721.004
-1611.451,252.3987,-1710.021
-1612.629,254.0769,-1699.041
-1613.65,255.8048,-1688.061
-1614.512,257.5832,-1677.087
-1615.219,259.4115,-1666.12
-1615.771,261.2876,-1655.157
-1616.17,263.2095,-1644.2
-1616.418,265.1757,-1633.244
-1616.517,267.1842,-1622.29
-1616.469,269.2329,-1611.337
-1616.276,271.3199,-1600.383
-1615.939,273.4433,-1589.429
-1615.461,275.6007,-1578.474
-1614.842,277.7911,-1567.514
-1614.086,280.0121,-1556.55
-1613.193,282.2618,-1545.581
-1612.166,284.5382,-1534.605
-1611.006,286.839,-1523.623
-1609.716,289.1632,-1512.632
-1608.296,291.5084,-1501.63
-1606.75,293.8726,-1490.619
-1605.078,296.254,-1479.595
-1603.283,298.6501,-1468.562
-1601.366,301.0599,-1457.512
-1599.329,303.4811,-1446.448
-1597.174,305.9117,-1435.368
-1594.903,308.3499,-1424.272
-1592.519,310.7931,-1413.159
-1590.021,313.2405,-1402.026
-1587.413,315.6895,-1390.873
-1584.696,318.1385,-1379.699
-1581.871,320.5852,-1368.504
-1578.943,323.0275,-1357.287
-1575.91,325.4642,-1346.044
-1572.776,327.893,-1334.776
-1569.542,330.3121,-1323.483
-1566.21,332.7193,-1312.162
-1562.782,335.1124,-1300.815
-1559.26,337.4904,-1289.437
-1555.646,339.8509,-1278.028
-1551.941,342.1919,-1266.588
-1548.147,344.5115,-1255.116
-1544.266,346.8078,-1243.611
-1540.301,349.0784,-1232.073
-1536.252,351.3224,-1220.498
-1532.121,353.5372,-1208.887
-1527.911,355.721,-1197.238
-1523.623,357.8719,-1185.55
-1519.26,359.9875,-1173.825
-1514.822,362.0668,-1162.058
-1510.312,364.1074,-1150.248
-1505.731,366.1073,-1138.396
-1501.082,368.0646,-1126.501
-1496.366,369.9771,-1114.563
-1491.585,371.8436,-1102.576
-1486.74,373.6619,-1090.544
-1481.833,375.4324,-1078.468
-1476.862,377.1554,-1066.352
-1471.828,378.8313,-1054.201
-1466.731,380.4614,-1042.015
-1461.571,382.046,-1029.8
-1456.347,383.5856,-1017.559
-1451.059,385.0807,-1005.296
-1445.709,386.532,-993.0165
-1440.295,387.9403,-980.7196
-1434.817,389.3062,-968.4113
-1429.275,390.6301,-956.0948
-1423.669,391.9127,-943.7743
-1417.999,393.1546,-931.4529
-1412.266,394.3562,-919.1367
-1406.469,395.5185,-906.8246
-1400.607,396.642,-894.5225
-1394.681,397.7271,-882.2339
-1388.691,398.7747,-869.9625
-1382.637,399.7849,-857.7144
-1376.519,400.759,-845.488
-1370.335,401.6971,-833.2896
-1364.087,402.6001,-821.1226
-1357.775,403.4684,-808.9907
-1351.399,404.3026,-796.8998
-1344.957,405.1035,-784.8488
-1338.45,405.8716,-772.8435
-1331.879,406.6075,-760.8876
-1325.242,407.3118,-748.9847
-1318.542,407.985,-737.1406
-1311.775,408.628,-725.3544
-1304.943,409.2412,-713.6318
-1298.046,409.8253,-701.9766
-1291.084,410.3808,-690.3922
-1284.058,410.9083,-678.8844
-1276.965,411.4085,-667.4525
-1269.806,411.882,-656.1021
-1262.582,412.3294,-644.8369
-1255.292,412.7513,-633.6605
-1247.936,413.1483,-622.5764
-1240.516,413.5209,-611.5904
-1233.029,413.8699,-600.7018
-1225.476,414.1959,-589.9161
-1217.857,414.4993,-579.2372
-1210.172,414.7809,-568.6686
-1202.422,415.0412,-558.2158
-1194.604,415.2809,-547.8784
-1186.72,415.5006,-537.6619
-1178.77,415.7008,-527.5699
-1170.753,415.8823,-517.6062
-1162.672,416.0454,-507.7761
-1154.522,416.191,-498.0793
-1146.305,416.3195,-488.521
-1138.022,416.4315,-479.1032
-1129.672,416.5273,-469.8278
-1121.256,416.6075,-460.6986
-1112.771,416.6724,-451.714
-1104.219,416.7226,-442.8776
-1095.6,416.7584,-434.1914
-1086.913,416.7804,-425.6574
-1078.159,416.7889,-417.279
-1069.336,416.7845,-409.055
-1060.445,416.7675,-400.989
-1051.485,416.7385,-393.0829
-1042.457,416.6979,-385.3387
-1033.362,416.6461,-377.7596
-1024.197,416.5836,-370.3448
-1014.962,416.5108,-363.0977
-1005.659,416.4282,-356.02
-996.2863,416.3363,-349.114
-986.8441,416.2354,-342.3814
-977.3344,416.1261,-335.8255
-967.7531,416.0088,-329.4456
-958.102,415.8839,-323.2451
-948.3809,415.7519,-317.2257
-938.5897,415.6133,-311.3894
-928.7302,415.4685,-305.7394
-918.7982,415.3179,-300.2753
-908.7957,415.162,-295.0002
-898.7224,415.0012,-289.9159
-888.5782,414.8361,-285.0245
-878.3651,414.6671,-280.3288
-868.0788,414.4945,-275.8289
-857.7211,414.3188,-271.5277
-847.2919,414.1406,-267.427
-836.791,413.9603,-263.5289
-826.2205,413.7783,-259.836
-815.5759,413.595,-256.3488
-804.8592,413.4109,-253.0699
-794.0703,413.2265,-250.0013
-783.209,413.0422,-247.1449
-772.2773,412.8585,-244.5032
-761.2708,412.6758,-242.0771
-750.1913,412.4945,-239.869
-739.0388,412.3152,-237.8809
-727.8132,412.1382,-236.1147
-716.5144,411.9641,-234.5724
-705.1443,411.7933,-233.2562
-693.6984,411.6261,-232.1674
-682.1786,411.4632,-231.3082
-670.5851,411.3048,-230.6807
-658.9174,411.1516,-230.2867
-647.1779,411.0038,-230.1283
-635.3616,410.8621,-230.2071
-623.4731,410.7266,-230.5223
-611.5164,410.5974,-231.0701
-599.4952,410.4745,-231.8465
-587.4166,410.3582,-232.8475
-575.2796,410.2484,-234.0694
-563.0908,410.1451,-235.5081
-550.8543,410.0487,-237.1597
-538.5742,409.9588,-239.0203
-526.2572,409.8758,-241.0855
-513.9025,409.7997,-243.3522
-501.5165,409.7306,-245.8159
-489.1036,409.6685,-248.473
-476.6678,409.6135,-251.3192
-464.2156,409.5656,-254.3502
-451.7463,409.5251,-257.5631
-439.2665,409.4918,-260.9535
-426.7803,409.4659,-264.5175
-414.2919,409.4474,-268.2509
-401.8077,409.4365,-272.1492
-389.3272,409.4331,-276.21
-376.8568,409.4375,-280.4285
-364.4005,409.4496,-284.8008
-351.9627,409.4695,-289.3231
-339.5473,409.4973,-293.9912
-327.1611,409.533,-298.8004
-314.8032,409.5767,-303.7485
-302.4802,409.6286,-308.8308
-290.1962,409.6886,-314.0433
-277.9553,409.7568,-319.382
-265.7642,409.8334,-324.842
-253.622,409.9183,-330.4213
-241.5354,410.0117,-336.1151
-229.5084,410.1136,-341.9194
-217.5453,410.2242,-347.8302
-205.6524,410.3433,-353.8424
-193.8292,410.4711,-359.9545
-182.0822,410.6079,-366.1613
-170.4155,410.7535,-372.4589
-158.8332,410.908,-378.8434
-147.3418,411.0715,-385.3095
-135.9408,411.2441,-391.8558
-124.6366,411.426,-398.4772
-113.4334,411.6169,-405.1696
-102.3353,411.8173,-411.9292
-91.34849,412.027,-418.7507
-80.47289,412.2462,-425.6329
-69.71474,412.4748,-432.5703
-59.0782,412.7131,-439.5591
-48.56739,412.961,-446.5955
-38.18644,413.2186,-453.6753
-27.94147,413.486,-460.7933
-17.832,413.7633,-467.9487
-7.858836,414.0496,-475.1384
1.981485,414.3438,-482.362
11.69246,414.645,-489.619
21.2757,414.9519,-496.9075
30.73849,415.2636,-504.2298
40.0824,415.579,-511.584
49.31093,415.8971,-518.9698
58.42757,416.2166,-526.3864
67.43405,416.5365,-533.8319
76.33742,416.8559,-541.3089
85.13937,417.1735,-548.8154
93.8434,417.4884,-556.3509
102.453,417.7994,-563.9148
110.97,418.1054,-571.5052
119.4012,418.4055,-579.1246
127.7485,418.6985,-586.771
136.0153,418.9834,-594.4439
144.2052,419.259,-602.1429
152.32,419.5242,-609.8658
160.3664,419.7781,-617.6152
168.3463,420.0196,-625.3893
176.2632,420.2475,-633.1873
184.1206,420.4608,-641.009
191.922,420.6584,-648.8536
199.6693,420.8393,-656.7194
207.3691,421.0023,-664.6087
215.0234,421.1464,-672.5196
222.6356,421.2705,-680.4517
230.2093,421.3736,-688.4043
237.7464,421.4545,-696.3755
245.2534,421.5121,-704.3678
252.7324,421.5455,-712.3793
260.1867,421.5536,-720.4095
267.62,421.5352,-728.4578
275.0342,421.4892,-736.5221
282.4357,421.4147,-744.6052
289.8266,421.3105,-752.705
297.2104,421.1755,-760.8209
304.5905,421.0088,-768.9525
311.969,420.8091,-777.0977
319.3523,420.5755,-785.2592
326.7425,420.3068,-793.4349
334.143,420.002,-801.6244
341.5573,419.66,-809.827
348.9874,419.2798,-818.0408
356.4398,418.8602,-826.2684
363.9165,418.4001,-834.5078
371.421,417.8985,-842.7584
378.9567,417.3543,-851.0198
386.5258,416.7667,-859.2899
394.1345,416.1342,-867.5714
401.7838,415.456,-875.8619
409.4716,414.7324,-884.16
417.1953,413.9633,-892.4641
424.9521,413.1488,-900.7726
432.7377,412.2894,-909.0823
440.5524,411.3848,-917.3948
448.3921,410.4353,-925.7069
456.2538,409.4411,-934.0169
464.135,408.4023,-942.3234
472.0313,407.3192,-950.623
479.9431,406.1916,-958.9174
487.866,405.0198,-967.2034
495.7974,403.804,-975.4792
503.7345,402.5442,-983.7435
511.6729,401.241,-991.9929
519.6132,399.8939,-1000.229
527.5508,398.5032,-1008.449
535.4833,397.0693,-1016.65
543.4077,395.5921,-1024.832
551.3199,394.0722,-1032.991
559.2202,392.5091,-1041.129
567.1041,390.9032,-1049.243
574.9691,389.2546,-1057.33
582.8125,387.5636,-1065.389
590.6298,385.8305,-1073.418
598.4215,384.0548,-1081.418
606.1832,382.2372,-1089.385
613.9124,380.3774,-1097.317
621.6061,378.476,-1105.214
629.2616,376.5329,-1113.074
636.8748,374.5486,-1120.893
644.4459,372.5226,-1128.674
651.9705,370.4553,-1136.412
659.4461,368.347,-1144.106
666.8698,366.1976,-1151.755
674.2374,364.0079,-1159.356
681.5493,361.7771,-1166.91
688.801,359.5057,-1174.413
695.99,357.1939,-1181.865
703.1133,354.8419,-1189.263
710.167,352.4502,-1196.605
717.151,350.018,-1203.892
724.0614,347.5461,-1211.121
730.8951,345.0344,-1218.29
737.6497,342.4831,-1225.397
744.3209,339.8929,-1232.44
750.9087,337.263,-1239.42
757.4091,334.5939,-1246.334
763.8192,331.8859,-1253.18
770.1364,329.1389,-1259.956
776.3566,326.3538,-1266.66
782.4797,323.5295,-1273.293
788.5049,320.6676,-1279.854
794.4367,317.7697,-1286.342
800.2804,314.838,-1292.762
806.0399,311.8747,-1299.112
811.7224,308.8807,-1305.398
817.332,305.8586,-1311.62
822.8739,302.8102,-1317.779
828.3528,299.7373,-1323.878
833.7742,296.6421,-1329.917
839.142,293.5269,-1335.899
844.4631,290.3926,-1341.827
849.7419,287.2415,-1347.7
854.9833,284.0757,-1353.522
860.1926,280.897,-1359.295
865.3735,277.7081,-1365.017
870.5333,274.5095,-1370.695
875.6761,271.3038,-1376.328
880.8071,268.093,-1381.918
885.9311,264.8788,-1387.466
891.0523,261.664,-1392.975
896.1779,258.4492,-1398.446
901.3118,255.2368,-1403.882
906.4592,252.0289,-1409.284
911.6252,248.8273,-1414.654
916.8136,245.6347,-1419.992
922.0319,242.4515,-1425.302
927.284,239.2805,-1430.586
932.575,236.1235,-1435.844
937.9099,232.9825,-1441.078
943.2928,229.8599,-1446.29
948.7308,226.7565,-1451.483
954.2281,223.6748,-1456.658
959.7897,220.6167,-1461.817
965.4207,217.5841,-1466.961
971.126,214.579,-1472.092
976.9097,211.6039,-1477.211
982.7793,208.6595,-1482.322
988.7385,205.7483,-1487.425
994.7925,202.8722,-1492.523
1000.946,200.0332,-1497.616
1007.204,197.2337,-1502.706
1013.573,194.4745,-1507.797
1020.057,191.7582,-1512.89
1026.661,189.0866,-1517.985
1033.39,186.4617,-1523.085
1040.249,183.8858,-1528.191
1047.244,181.3599,-1533.306
1054.38,178.8864,-1538.431
1061.661,176.4672,-1543.569
1069.093,174.1043,-1548.72
1076.679,171.8,-1553.885
1084.427,169.5552,-1559.069
1092.338,167.3706,-1564.267
1100.412,165.2452,-1569.474
1108.648,163.1782,-1574.686
1117.045,161.1691,-1579.897
1125.606,159.2162,-1585.103
1134.33,157.319,-1590.299
1143.217,155.4767,-1595.479
1152.266,153.6882,-1600.639
1161.476,151.9532,-1605.772
1170.851,150.27,-1610.876
1180.388,148.638,-1615.944
1190.088,147.0564,-1620.971
1199.95,145.5244,-1625.953
1209.976,144.0409,-1630.885
1220.161,142.6053,-1635.76
1230.512,141.2164,-1640.575
1241.025,139.8733,-1645.325
1251.701,138.5753,-1650.004
1262.54,137.3214,-1654.607
1273.539,136.111,-1659.129
1284.703,134.9427,-1663.566
1296.029,133.8159,-1667.913
1307.519,132.7298,-1672.164
1319.171,131.6832,-1676.314
